"","Domain","Phylum","Class","Order","Family","Genus","Species"
"3d0aeeae8ee495a67c0e9545c2cf0f44","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"6bf1c2a210c65480b9171fbb22dda534","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__CAG-352",NA
"28f5d3322354895c2ab5d62635ad8d96","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"bcd917bf27dc9409d57a13c99f55c6b5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"9937b54efa33c8e42132d9121cb0f321","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"29443fe1f10fa9996bebbdb20de65934","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"23a21fac0041d8a993ce4f08820b1f2c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"99c58e8becc4bcd37e356758eead8fcb","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"49247958be4948a7e04b9c8717db8ba6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Monoglobales"," f__Monoglobaceae"," g__Monoglobus",NA
"1fb3479bdf06aad619ba8ae80e7b4e0b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Defluviitaleaceae"," g__Defluviitaleaceae_UCG-011",NA
"eeb0a40467d2cde1c49122e0cfa2c53d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Peptostreptococcaceae"," g__Intestinibacter",NA
"39d46f2939f3fefeeb2b339950f96d7d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"63d279dcc4571e8280c4b3206176055c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"25863c99e69ffeb953f98cbb53b75804","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"38dfe16cdb1f84df51592a76393f2540","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"f513329f05ba33e6bd0eedfad3956bbc","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"5b46850732823db8fe635f7376925c89","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"d53fb86c9caf9091e52e8af3c5e7af76","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"07dc2d0d1142f528832839fbc4c72114","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"67dcf2f353e3abc3fa95c693d33b320f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"5d26ed1e1205f1221ef765c5664860db","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"77b1a17590b89ae4fdea0c58b43d3a49","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"c1df146d5bf95d88cd1984a7a3bfb3a6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"f6a3b7e16be1d6483a464e6e114b755b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"4e4c5f226453948ce9ff818f848620a8","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"52fc95a285bde01e4ed09ad410f6c763","d__Bacteria"," p__Bacillota"," c__Clostridia",NA,NA,NA,NA
"e9d619281a9e34cf7e2cd5e467305f68","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae",NA,NA
"62702c2ed50b5063dac1fb94b710aed2","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Eggerthella",NA
"740519436d42c55b4ffc95a57f675780","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Eggerthella",NA
"b398a35ec2348b0fd1fc4f299b62d1dd","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Eggerthella",NA
"5fe14dd27270897938c4e5bdb736d37a","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Incertae_Sedis",NA
"491fc159119e7e283c553bc6b81e1b09","d__Bacteria"," p__Synergistota"," c__Synergistia"," o__Synergistales"," f__Synergistaceae"," g__Jonquetella",NA
"d6b276a0a7c60c7adea3026cf5c9bf53","d__Bacteria"," p__Synergistota"," c__Synergistia"," o__Synergistales"," f__Synergistaceae"," g__Jonquetella",NA
"cd64c5d5aed970c213df5af40f9af330","d__Bacteria"," p__Synergistota"," c__Synergistia"," o__Synergistales"," f__Synergistaceae"," g__Rarimicrobium",NA
"ea7dedc68896917399c4ad6d7ec3be5a","d__Bacteria"," p__Synergistota"," c__Synergistia"," o__Synergistales"," f__Synergistaceae"," g__Rarimicrobium",NA
"a4f116eb73263fc937e8ebd435aadb44","d__Bacteria"," p__Synergistota"," c__Synergistia"," o__Synergistales"," f__Synergistaceae"," g__Rarimicrobium",NA
"a7b90468a25d7de820ea22169b84e877","d__Bacteria"," p__Synergistota"," c__Synergistia"," o__Synergistales"," f__Synergistaceae"," g__Rarimicrobium",NA
"3a2c8297b683041e2c75e7c0cd05b6c1","d__Bacteria"," p__Synergistota"," c__Synergistia"," o__Synergistales"," f__Synergistaceae"," g__Rarimicrobium",NA
"46710f1e343adee94ad99f92a55dd14b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"a5220de34d6c00cd1552d45c4c77ccbd","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Acholeplasmatales"," f__Acholeplasmataceae"," g__Anaeroplasma",NA
"cf741fb2e0fe326d7e15c129d2f56ed8","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Acholeplasmatales"," f__Acholeplasmataceae"," g__Anaeroplasma",NA
"6c080662eea5520d8b5616985d5f7945","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"48b17c072fca93c9208b354d529e7732","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"b022aa16bc05e1e6474034051c0aa2da","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"849e75d749b82802fb17fdda6e29eb6f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"674dd0ab9ca80874d899d858b7376fd7","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"c2fb308651a8cebcf86c0e9266f5ee23","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"2ee1a48e8ed6f693e55d47409a6fe547","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"2d6d7a6bda931d01c744e3048dbf9e6b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"bfe03a7d73061dd659a363f8c4cc2b50","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"de29e25f674be642ffd3528cdb79e0c9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"126bc65be58a3958642ddb384b3e54f3","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"1359221bd289dc565dcbd333d9bd2ff1","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"6daa5bac545e95196a8a461f179cbd61","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"d0373b0ecafed80691a879451f6b1997","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"f96a7a928905ecf5f3acacfbd1558e34","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Eggerthella",NA
"9ef664633b82836e25e5edab51d08a4e","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Eggerthella",NA
"bcdbf30685928eb25d678dd5f9467705","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Eggerthella",NA
"b15f54eecd9b3cffe77a046cbfa46971","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Eggerthella",NA
"d3a7153014cbb497d7bd025e099be3fe","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Eggerthella",NA
"f2c79773021e036b25805b986ab3f348","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Eggerthella",NA
"90681c86a0143b459d1648c7c7bb855d","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Eggerthella",NA
"2e32af206799840505ce3c9ffde849c8","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Eggerthella",NA
"a98266464eab5c91b3ebdaa5d6328950","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Eggerthella",NA
"3aa4178ba396026e41088202239b206e","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Gordonibacter",NA
"fe5264fbcc88a6433cd262258a237646","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__CHKCI002",NA
"a3d9681a24a239a651e5bc36d694d83c","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Incertae_Sedis",NA
"c037f304ffde57a3c33a096e6d04ebfa","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Incertae_Sedis",NA
"34cc4ea75e24e170a9b55336f2305b2e","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Incertae_Sedis",NA
"a80df7fefc87fa603695903fba6c4dee","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Incertae_Sedis",NA
"ae293923db46b74e444fa57c8c213e05","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Incertae_Sedis",NA
"2fd96dc0d1649785e2b695005e5b6cbb","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Incertae_Sedis",NA
"11aa307de188f67d665ab3f0ea9a8159","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Incertae_Sedis",NA
"b776231c1acd8af1b20120d6b07ee0de","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Incertae_Sedis",NA
"017cf3c114d4f0e76a17df722d41e361","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Incertae_Sedis",NA
"56c5c8b497868327cead7fa97bd0e0dd","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"2e151fd1e4e7b094dccd95e37d1581b3","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Adlercreutzia",NA
"244815ff98d5ea9cef1c80b64954fd31","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"e6ad3cb169d5f5c532ca77069bba2aa5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Howardella",NA
"9448d7ce90b9e64690acead7fff204d5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Butyricicoccaceae"," g__UCG-008",NA
"b36fceb1a505737fb226d00fbe1b6131","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Butyricicoccaceae"," g__UCG-008",NA
"a69c916a0ebbdd91440e5793c18e2cfb","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Monoglobales"," f__Monoglobaceae"," g__Monoglobus",NA
"6bf7e4d0a4b0bf65e39215488f797b0b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae",NA,NA
"c98481dc2dc0b321f220249c444a7a0d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae",NA,NA
"bd880971fa8f2ec7de3f4c57b37130ab","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Colidextribacter",NA
"8c9ea81f7dbc7bbad9ead7491ff53d27","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Colidextribacter",NA
"d7568025889a8758c4bcc4c878c2028c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae",NA,NA
"fd7f1ac7258082e694708c260b842a28","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Incertae_Sedis",NA
"7c04c324a4a8e09c2ed8f850791fa6e1","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Incertae_Sedis",NA
"6970dbb7d2c2f718454fab22e22e6d18","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Incertae_Sedis",NA
"70d24d580e871ac9d4704a3ebf1a7637","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Incertae_Sedis",NA
"9d9b614319934c32b19df376f9a23c02","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Incertae_Sedis",NA
"932d0c1f666b3a433687e95af993451a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Incertae_Sedis",NA
"12f3eadbfe130721904be0158bd20730","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Incertae_Sedis",NA
"52b0c8432d4d63becebe1fbbfcece02f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Incertae_Sedis",NA
"38228a62c644fb444f35a337bf901cd5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Cellulosilyticum",NA
"fa462ab7521436561429be55f348fc7f","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"b855c930a4e6e464357468b0d4fc742d","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"0d31c265d79cd64761e0dc6b7d8e63bd","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"fd21f6c26febc05cff7ab2e79ce9984d","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"68bab0142ee1c9f731dfcbbf2a7fe1c8","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"ff32d1765e5cb379b562a5047ccd234a","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"341f88a0a841055f21f6ba63b5eb5fc0","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"48df45fd6efda3514781241392db7435","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"3e0d9289db460c5d674e257f3eb53648","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"a7fafde4af9801aaf3af75579289d267","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"834593440d66b82ff55ec9f7fea24c52","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"90ecafac26f7db7c7fd070416194d6a5","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"2092ebcb713270ad3cf57f5083fde6f6","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"5f991cc55d88668e040e8564130f028b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"181150f2eddb8147db6e806d6c96f791","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Fenollaria",NA
"b2905535a8ceb2aade6d84591a7415cf","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"fc0e6aaef35f11b833f2473d39edd102","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"8a1bd0aabf3116f3e072a12ab757d5e8","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"abe467e940f0b7bf533a981db2352a1a","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"4ad693ffe6b974add266bba66afd4e0b","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"771bb7a471e2661f11a5e31a8ff83b82","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"2b8657c745fc9326c16bf870e7644473","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"d15bafee99dce3950c02db18e88c5cb2","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"2b2533b640e7c3c6087b055a9b0a4211","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"1534fa5fdc645b2014a148d0b52bbded","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"d2c80b913030e158736af39ae3e7db9d","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"75d94cbbf59cf0aeaac1ef1b35b2a71b","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"3a519b2fc862368d5207b5757556a87a","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"5b22e3770539531580c21936cd6cb0d8","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"e5790fd1391b414c888777439bdd1c33","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"32d56e6bc9db95a8891586b9650ef6ed","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"ee406f2163f3753528c307a7d7669817","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"4f161481f14b7c5cef254772b3a4d8c5","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"bbf8d9525cea055de7f23ff101c824b5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"8568ee2064f3983419bff2c9efa43644","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"2c2fa6a431bf7cce3a3015a6b0ec8b2c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"57a6884c89e61deee44e055e09ab83c8","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"b2f472dada4bf7b4e57d9fc09be037f6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"edf9a1ce75008f88eb8abc9440b10b26","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"a292b56ef8bddf333d7a94f191587317","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"9d60465ef4eb9f9176bdd314136e8ec7","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"71f1f5c5728455dae6da8b00e5a89ff8","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"08fe45923014e0253b0fb46a7f5343e2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"d195c1a623dc6c436830fd1d45f6e41f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"59c5e1d2f5d01320da295e7054ccfbdd","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"3de2465e05f69cd25f2458b49be598a4","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
